selleck_plate,well,Library,Library Well Type,Reagent Vendor,Vendor Reagent ID,Compound SMILES,Molecular Weight,Compound Names,PubChem CIDs,Clinical Phase [100012],Mechanism of Action [100012],Protein Target [100012],Match Type [100012],Screen Positives Count [200001],Screened Count [200001]
3651,M08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2046,c1(CC)cnc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)cc1.Cl,392.89963,Pioglitazone HCl,44285636,Launched,insulin sensitizer|PPAR receptor agonist,PPARG|TRPM3,InChI key,1,35
3651,M09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1374,C1(=O)N2[C@@]([H])([C@H](C)C(S[C@H]3C[C@@H](CNS(=O)(=O)N)NC3)=C2C(O)=O)[C@]1([H])[C@@H](O)C.O,438.51953,Doripenem Hydrate,129010240,Launched,bacterial cell wall synthesis inhibitor,DPEP1,InChI key,4,35
3651,M10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2085,c1(OC)cc(C(=O)OCC(N(C)C)(CC)c2ccccc2)cc(OC)c1OC,387.46935,Trimebutine,5573,Launched,opioid receptor agonist,OPRD1|OPRK1|OPRM1,InChI key,,35
3651,M11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1480,[C@H]1(N(C([C@H]2CC[C@H](C)CC2)=O)c3cc(C#CC(C)(C)C)sc3C(=O)O)CC[C@@H](O)CC1,445.61469,"VX-222 (VCH-222, Lomibuvir)",24798764,Phase 2,HCV inhibitor,,InChI key,2,35
3651,M12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2123,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,180.15588,Dextrose,24749,Launched,,,InChI key,,35
3651,M13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1619,c1c(C)c(NC(=O)C(C)NCCC)ccc1,220.3107,Prilocaine,4906,Launched,local anesthetic,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,InChI key,,35
3651,M14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2194,c1(OC)c(OC)cc(Nc2ncc(F)c(Nc3ccc4c(NC(=O)C(C)(C)O4)n3)n2)cc1OC.c5cc(S(=O)(=O)O)ccc5,628.62866,R406,11984591,,,,,1,35
3651,M15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1681,c1c(N)ccc(O)c1C(=O)O,153.13538,Mesalamine,4075,Launched,cyclooxygenase inhibitor|lipoxygenase inhibitor|prostanoid receptor antagonist,ALOX5|CHUK|IKBKB|MPO|PPARG|PTGS1|PTGS2,InChI key,,35
3651,M16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2280,C1[C@](O)(C(O)=O)C[C@@H](OC(=O)C=Cc2ccc(O)c(O)c2)[C@H](O)[C@@H]1O,354.30871,Chlorogenic Acid,129010242,Launched,antioxidant,SLC37A4,canonical SMILES,,35
3651,M17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1759,[Ca+2].c1cc2c(nc(C3CC3)c(C=C[C@H](C[C@@H](O)CC(=O)[O-])O)c2c4ccc(F)cc4)cc1.c5cc6c(nc(C7CC7)c(C=C[C@H](C[C@@H](O)CC(=O)[O-])O)c6c8ccc(F)cc8)cc5,880.98364,Pitavastatin Calcium,53394921,,,,,,35
3651,M18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2317,[C@H]1(O)[C@@H](C)OC(O)[C@H](O)[C@@H]1O.O,182.17176,L-(+)-Rhamnose Monohydrate,16218576,Preclinical,,,InChI key,1,35
3651,M19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1808,c1ccc([N+](=O)[O-])c(C2C(C(OC)=O)=C(C)NC(C)=C2C(=O)OC)c1,346.33461,Nifedipine,4485,Launched,calcium channel blocker,CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3,InChI key,,35
3651,M20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2354,C1CC2[C@](C)(CCCC2(C)C)[C@@H](CCC(O)(C=C)C)[C@@]1(O)C,308.49863,Sclareol,42648440,Preclinical,,,InChI key,1,35
3651,M21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1880,C(N1CCCCC1)c2cccc(OCCCNC(=O)COC(=O)C)c2.Cl,384.89755,Roxatidine Acetate HCl,45114193,Launched,histamine receptor antagonist,HRH2,InChI key,,35
3651,M22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2387,C1[C@@H](OC)[C@]2(C3[C@@H]4[C@]5(O)[C@@](O)([C@@H](OC)[C@@]6([H])[C@@H](OC)C5)[C@]2([H])C6)[C@]([H])(C4)[C@](OC(=O)c7ccccc7NC(C)=O)(CN3CC)C1.Br,665.6123,Lappaconite HBr,129010243,Phase 2,sodium channel blocker,,InChI key,1,35
3651,M23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,M24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,N01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,N02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,N03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2443,c1(S(NC(NCCCC)=O)(=O)=O)ccc(C)cc1,270.34792,Tolbutamide,5505,Launched,ATP channel blocker,ABCC8|KCNJ1|KCNJ11|KCNJ8,InChI key,1,35
3651,N04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2884,O1C(C)=CC(=O)NS1(=O)=O.[K],202.2501,Acesulfame Potassium,22245511,Phase 3,,,InChI key,,35
3651,N05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2524,N1C([O-])=NC(=O)C1(c2ccccc2)c3ccccc3.[Na+],274.2498,Phenytoin sodium,23679632,,,,,1,35
3651,N06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2897,c(c(Nc1ccc(Cl)cc1F)ncn2)(cc(OC)c(OC)c3)c23,333.74472,ZM 306416,5329006,Preclinical,Abl kinase inhibitor|src inhibitor|VEGFR inhibitor,EGFR|FLT1|FLT4|KDR,InChI key,1,35
3651,N07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2577,c1cc(NC(=O)C)ccc1OCC,179.21572,Phenacetin,4754,Withdrawn,cyclooxygenase inhibitor,PTGS1,InChI key,1,35
3651,N08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2906,c1c(c2onc(C)c2NC(=O)OC(C)c3ccccc3Cl)ccc(CSCCC(=O)OC)c1,488.98369,Ki16198,9913405,Preclinical,lipoprotein antagonist,LPA,InChI key,,35
3651,N09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2672,c1ccc(CNc2nc(Nc3cc4c(NC(=O)C4)cc3)ncc2C(F)(F)F)c(N(S(=O)(C)=O)C)n1.c5cc(S(=O)(=O)O)ccc5,665.66384,PF-00562271,16118986,,,,,,35
3651,N10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2916,c1cc(C(=O)Nc2cccc(NC(=O)CCC)c2)c(Br)cc1,361.23308,ML161,1048267,Preclinical,protease-activated receptor inhibitor,,InChI key,,35
3651,N11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2774,c(ncc(c1cnn(C)c1)c2)(C=Cc3c(cc(NS(=O)(=O)N(C)C[C@@H]4COCCO4)cc3)C5=O)c25,495.55079,MK-2461,15981080,Phase 1/Phase 2,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB,InChI key,1,35
3651,N12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2928,C(Nc1nccc(c2sc(CC)nc2c3cccc(C)c3)c1)(=O)c4ccccc4,399.50803,TAK-715,9952773,Phase 2,p38 MAPK inhibitor,MAPK14,InChI key,1,35
3651,N13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2817,N1(c2cccc(C(F)(F)F)c2)c(c3C=CC1=O)c4c(ccc(c5ccc(N)nc5)c4)nc3,432.3973,Torin 2,51358113,Preclinical,mTOR inhibitor,MTOR,InChI key,3,35
3651,N14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3036,C1[C@@H](OC(=O)[C@H](CC)C)[C@@]2([H])C(C=C[C@H](C)[C@H]2CC[C@@H](O)C[C@@H](O)CC([O-])=O)=C[C@H]1O.[Na+],446.50956,Pravastatin sodium,129010245,,,,,1,35
3651,N15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2830,[C@H]1(O)[C@H](SC)O[C@H]([C@@H](NC([C@@H]2C[C@@H](CCC)CN2C)=O)C(Cl)C)[C@H](O)[C@@H]1O,424.98301,Clindamycin,2786,Launched,protein synthesis inhibitor,,InChI key,2,35
3651,N16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3048,[C@H]1(c2ccccc2)c(c3CCN1C(O[C@]4([H])C(CCN5C4)CC5)=O)cccc3.C(O)(=O)CCC(O)=O,480.55277,Solifenacin succinate,46782934,,,,,2,35
3651,N17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2852,[nH]1c(c2c(C3CCN(C)CC3)c1)ccc(O)c2,230.30552,BRL-54443,2438,Preclinical,serotonin receptor agonist,HTR1E|HTR1F,InChI key,2,35
3651,N18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3064,[C@@H]1(O)CC[C@@H](NCc2cc(Br)cc(Br)c2N)CC1.Cl,414.56375,Ambroxol HCl,46864195,Launched,sodium channel blocker,CYP3A4,InChI key,,35
3651,N19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2861,c1(C#Cc2c(C)n(c3ccc(OC(F)(F)F)cc3)c(C)n2)cc(Cl)ncc1,391.77422,CTEP (RO4956371),11646823,Preclinical,glutamate receptor antagonist,GRM5,InChI key,,35
3651,N20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3079,C1(=C(O)C(=O)c2c(cccc2)C1=O)[C@H]3CC[C@H](c4ccc(Cl)cc4)CC3,366.83745,Atovaquone,74989,Launched,mitochondrial electron transport inhibitor,DHODH,chemical name,,35
3651,N21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2870,c1(O)cccc(c2cnc(c3n2)nc(N)nc3N)c1,254.2474,TG100713,17751063,Preclinical,PI3K inhibitor,,InChI key,,35
3651,N22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3113,c1nc(C)c(O)c(CO)c1CO.Cl,205.63877,Pyridoxine HCl,21881650,Launched,vitamin B,DDC|PDXK,InChI key,1,35
3651,N23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,N24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,O01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,O02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,O03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1195,c1cc2c(ccc(C3(O)CCn4c3cnc4)c2)cc1C(=O)NC,307.34648,TAK-700 (Orteronel),9883029,,,,,,35
3651,O04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1933,C1=C[C@@]2(C)C(CC[C@]3([H])[C@@]2(F)[C@H](O)C[C@@]4(C)[C@@]3([H])C[C@@H](O)[C@@]4(O)C(=O)CO)=CC1=O,394.43388,Triamcinolone,129010247,Launched,glucocorticoid receptor agonist,NR3C1|SERPINA6,InChI key,,35
3651,O05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1256,c1c(F)c(Cn2cc(C(N)=O)nn2)c(F)cc1,238.19352,Rufinamide,129228,Launched,voltage-gated sodium channel blocker,GRM5|SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,InChI key,,35
3651,O06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1994,c1c(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)c(C=CC(OC(C)(C)C)=O)ccc1,455.54331,Lacidipine,68733,,,,,1,35
3651,O07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1334,c1(F)ccc(CNc2ccc(NC(OCC)=O)c(N)n2)cc1.OC(=O)C=CC(=O)O,420.39164,Flupirtine maleate,53275,,,,,,35
3651,O08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2051,C(O)(=O)[C@H]1CCCN1C(=O)[C@H](C)CS,217.2853,Captopril,2550,Launched,angiotensin converting enzyme inhibitor,ACE|LTA4H|MMP2|MMP9,InChI key,,35
3651,O09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1385,c1(Cl)cc(C(=O)NCC2CN(Cc3ccc(F)cc3)CCO2)c(OCC)cc1N.OC(=O)CC(O)(C(O)=O)CC(=O)O,614.01642,Mosapride Citrate,119583,,,,,,35
3651,O10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2092,c1(Cc2c[nH]cn2)c(C)c(C)ccc1.Cl,222.7139,Detomidine HCl,129010248,Launched,adrenergic receptor agonist,ADRA2A,InChI key,,35
3651,O11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1534,c1(Cl)cc2c([nH]c(C(NCCc3ccc(N4CCCCC4)cc3)=O)c2CC)cc1,409.95161,Org 27569,44828492,Preclinical,cannabinoid receptor modulator,CNR1,InChI key,,35
3651,O12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2124,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,150.1299,Xylose,854,Launched,,,InChI key,,35
3651,O13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1630,N(C(=O)C(=C1)C(NN1)=N2)=C2,136.11146,Allopurinol,2094,Launched,xanthine oxidase inhibitor,XDH,InChI key,,35
3651,O14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2199,C(=O)(O)C=CC(=O)O.c1(OC)ccc(C[C@H](C(C)C)C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)cc1OCCCOC.c2(OC)ccc(C[C@H](C(C)C)C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)cc2OCCCOC,1219.5888,Aliskiren Hemifumarate,53394959,,,,,,35
3651,O15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1683,[Br-].C1(CC(OC(=O)C(CO)c2ccccc2)C3)[N+](C(C)C)(C)C3CC1,412.36109,Ipratropium Bromide,31098,Launched,acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,InChI key,,35
3651,O16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2286,N1(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H]([C@@H]([C@H](C)CC=CC)O)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C1=O,1202.61124,Cyclosporin A,2909,,,,,,35
3651,O17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1761,c1(C(=O)c2cccs2)ccc(C(C)C(=O)O)cc1,260.30827,Suprofen,5359,Withdrawn,cyclooxygenase inhibitor,PTGS1|PTGS2,InChI key,,35
3651,O18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2321,c1c(CC=C)cc(c2c(O)ccc(CC=C)c2)c(O)c1,266.33432,Magnolol,72300,Preclinical,PPAR receptor agonist,GABRA1|PPARG,InChI key,,35
3651,O19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1823,[Ca+2].O(c1ccccc1)c2cc(C(C(=O)[O-])C)ccc2.O(c3ccccc3)c4cc(C(C(=O)[O-])C)ccc4,522.60183,Fenoprofen Calcium,64746,,,,,,35
3651,O20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2358,c1(OC)c(O)ccc(C2C(CO)Oc3c(ccc(C4Oc5c(c(O)cc(O)c5)C(=O)C4O)c3)O2)c1,482.43617,Silymarin,3085830,Launched,,,InChI key,,35
3651,O21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S1885,C(C(=O)OCC)(C(c1c(Cl)c(Cl)ccc1)C(C(=O)OC)=C(C)N2)=C2C,384.25375,Felodipine,3333,Launched,calcium channel blocker,CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNA2D2|CACNB2|CALM1|CFTR|NR3C2|PDE1A|PDE1B|TNNC1|TNNC2,InChI key,1,35
3651,O22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2389,c1(O[C@H]2[C@@H](O[C@]3([H])O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c1,582.55045,Naringin Dihydrochalcone,129010249,Preclinical,cytochrome P450 inhibitor,,InChI key,1,35
3651,O23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,O24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,P01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,P02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,P03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2449,C1[C@@H](O)[C@@]2(C)[C@@]([H])([C@H](O)[C@H](OC(=O)C)[C@]3(C)[C@@]2(O)C(=O)C[C@](C)(C=C)O3)C(C)(C)C1,410.50115,Forskolin,129010250,Launched,adenylyl cyclase activator,ADCY2|ADCY5|GNAS,InChI key,,35
3651,P04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2885,c(sc(C(N)=O)c1)(cncc2Sc3ccc(C)cc3)c12,300.39857,A-205804,9839311,Preclinical,ICAM1 expression inhibitor,ICAM1|SELE,InChI key,2,35
3651,P05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2526,c1cc2c(C(=O)c3c(c(O)c(O)cc3)C2=O)cc1,240.21092,Alizarin,6293,Preclinical,,,InChI key,3,35
3651,P06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2899,c1cc(C(N)=O)cc(c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,374.31662,GNF-2,5311510,Preclinical,Bcr-Abl kinase inhibitor,ABL1|BCR,InChI key,1,35
3651,P07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2581,c1cc(CC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N2Cc3c(cccc3)C[C@H]2C(=O)O)ccc1.Cl,474.97703,Quinapril HCl,73759669,Launched,angiotensin converting enzyme inhibitor,ACE,InChI key,1,35
3651,P08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2907,N1(C=C(C)C=CC1=O)c2ccccc2,185.22184,Pirfenidone,40632,Launched,TGF beta receptor inhibitor,FURIN|TNF,InChI key,,35
3651,P09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2679,c1c(O)c2c(OC(c3ccccc3Cl)=CC2=O)c([C@@]4([H])CCN(C)C[C@H]4O)c1O.Cl,438.30113,Flavopiridol HCl,129010251,Phase 2,CDK inhibitor,CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM,InChI key,1,35
3651,P10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2918,c1(c2ncn1CC(=O)Nc3ccc(C(C)C)cc3)C(=O)N(C)C(=O)N2C,355.39104,HC-030031,1150897,Phase 1,TRPA1 channel blocker,TRPA1,InChI key,1,35
3651,P11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2782,c1c(C(O)=O)cc(C=Cc2ccc(OCc3c(C(C)C)onc3c4c(Cl)cccc4Cl)cc2Cl)cc1,542.83757,GW4064,44483281,,,,,1,35
3651,P12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2929,C1CC2=C(SC(=N)N2CC(=O)c3ccc(C)cc3)CC1.Br,367.30386,Pifithrin-? (PFT?),44390074,Preclinical,TP53 inhibitor,TP53,InChI key,1,35
3651,P13,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2818,c1(NC(=O)C)ccc(C(Nc2ccccc2N)=O)cc1,269.29849,CI994 (Tacedinaline),2746,Phase 3,HDAC inhibitor,HDAC1,InChI key,,35
3651,P14,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3037,N1(CCCC(O)=O)CCC(O[C@@H](c2ccc(Cl)cc2)c3ncccc3)CC1.c4cccc(S(=O)(=O)O)c4,547.06283,Bepotastine Besilate,53394973,,,,,1,35
3651,P15,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2832,C1C[C@@]2(C)[C@@]([H])(CC[C@]3([H])[C@@]2([H])CC[C@@]4(C)[C@@]3([H])CCC4=O)C[C@H]1O,290.4403,Epiandrosterone,129010252,Preclinical,steroid,G6PD,InChI key,,35
3651,P16,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3051,c1(S(Nc2c(Oc3ccccc3OC)c(OCCO)nc(c4ncccn4)n2)(=O)=O)ccc(C(C)(C)C)cc1.O,569.62933,Bosentan Hydrate,185462,Launched,endothelin receptor antagonist,EDNRA|EDNRB,InChI key,1,35
3651,P17,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2854,C(=O)(N1CCOCC1)Cc2c(c3n(C(=O)c4ccc(Cl)cc4)c2C)cc(OC)cc3,426.89271,BML-190,2415,Preclinical,cannabinoid receptor inverse agonist,CNR2,InChI key,,35
3651,P18,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3066,c(c1c(O)cc2)(c2C3)[C@@](CCN4CC=C)([C@@]5([H])O1)[C@@](O)(CCC5=O)[C@@H]34.Cl,363.83527,Naloxone HCl,129010253,Launched,opioid receptor antagonist,CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4,InChI key,1,35
3651,P19,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2862,c1(C(Nc2cccc(Cl)c2)=O)ncccc1,232.66566,VU 0364770,836002,Preclinical,glutamate receptor positive allosteric modulator,GRM4,InChI key,1,35
3651,P20,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3080,c1(Oc2c(C)cc(C#N)cc2C)c(Br)c(N)nc(Nc3ccc(C#N)cc3)n1,435.27669,Etravirine (TMC125),193962,Launched,non-nucleoside reverse transcriptase inhibitor,CYP2C19|CYP2C9|CYP3A4,InChI key,1,35
3651,P21,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S2871,C(Nc1ccncc1)(=O)c2cc([N+]([O-])=O)ccc2Cl,277.66321,T0070907,2777391,Preclinical,PPAR receptor antagonist,PPARG,InChI key,,35
3651,P22,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3114,OC1=C(O)C(=O)O[C@@H]1[C@H](CO)O,176.12412,Vitamin C,54676860,,,,,,35
3651,P23,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3651,P24,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3652,A01,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3652,A02,Selleck Bioactive Compound Library - 10mM,empty,,,,,,,,,,,,
3652,A03,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3116,c1(S(Nc2nccs2)(=O)=O)ccc(N)cc1,255.31665,Sulfathiazole,5340,Launched,dihydropteroate synthase inhibitor,,InChI key,2,34
3652,A04,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S4045,c1cc(C(c2ccccn2)CCN(C)C)ccc1.C(=O)(O)C=CC(=O)O,356.41556,Pheniramine Maleate,443885,,,,,,34
3652,A05,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3139,C1N(CN(CN2C3)CN13)C2,140.18627,Methenamine,4101,Launched,bacterial DNA inhibitor,,InChI key,1,34
3652,A06,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S4054,C1C[C@@]2(C)C(C[C@@H](SC(=O)C)[C@]3([H])[C@@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@]45CCC(=O)O5)=CC1=O,416.57347,Spironolactone,129010254,Launched,mineralocorticoid receptor antagonist,AR|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CYP11B2|NR3C1|NR3C2|PGR|SHBG,InChI key,3,34
3652,A07,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3154,c1(CN(Cc2ccc(C(C)(C)C)cc2)C)c(c3ccc1)cccc3.Cl,353.92812,Butenafine HCl,123132522,Launched,fungal squalene epoxidase inhibitor,SQLE,InChI key,1,34
3652,A08,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S4068,c1c([N+]([O-])=O)n(CCS(=O)(=O)CC)c(C)n1,247.27152,Tinidazole,5479,Launched,antiprotozoal agent,,InChI key,,34
3652,A09,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3172,c1cc2c(CN3C(=NC(=O)C3)N2)c(Cl)c1Cl.Cl,292.54902,Anagrelide HCl,45114173,Launched,phosphodiesterase inhibitor,PDE3A,InChI key,,34
3652,A10,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S4078,C(O)(=O)c1ccccc1Nc2cccc(C)c2C,241.2851,Mefenamic Acid,4044,Launched,cyclooxygenase inhibitor,KCNQ1|PTGS1|PTGS2|TRPM3,InChI key,,34
3652,A11,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S3186,c(C(=C1CCN(C)CC1)c2c(cccc2)CC3)(nccc4)c34.C(O)(=O)C=CC(O)=O.C(O)(=O)C=CC(O)=O,522.54639,Azatadine dimaleate,66273,,,,,1,34
3652,A12,Selleck Bioactive Compound Library - 10mM,experimental,Selleck Chemicals,S4088,C1=C[C@@]2(C)C([C@@H](F)C[C@]3([H])[C@@]2(F)[C@H](O)C[C@@]4(C)[C@@]3([H])C[C@@H](C)[C@@]4(C(=O)CO)O)=CC1=O,410.45152,Flumethasone,129010255,Launched,glucocorticoid receptor agonist,NR3C1|PLA2G1B,InChI key,1,34
